#100: 	#ame  Not available in demo
#101: 	#ame  Game inactive - waiting for both sides
#102: 	#ame  US
#103: 	#ame  VC
#104: 	#ame  to take ammo
#105: 	#ame  Ammo full
#106: 	#ame  You have to drop
#107: 	#ame  to pick up
#108: 	#ame  You already have
#1117: 	#ame Kills
#1118: 	#ame Deaths
#1119: 	#ame Ping
#1120: 	#ame Pilot
#1150: 	#ame Fighter
#1151: 	#ame All Vietcong are fighters. We are brave, comrades, we must be so we can kill imperialist Americans and unite Vietnam! Vietcong fighters can kill with anything, but he mostly uses rifles made by our comrades in Soviet Union, or sometimes guns and grenades we steal from American invaders. Comrades, we must be victorious! For Uncle Ho! For Vietnam! 
#1152: 	#ame Machinegunner
#1153: 	#ame This comrade is very, very strong. He has to be, because he must carry "Ruchnoy Pulemet Degtyarova", a gift from our Soviet comrades. This machine gun is very powerful, one of the best we have to use against our enemies! When they try to attack village protected by comrade pulemetchik, they will first, be very surprised, and second, be very dead.
#1154: 	#ame Sniper
#1155: 	#ame Comrade snaiper is very good shooter, who trains hard. He is usually armed with "Snaiperskaya Vintovka Dragunova", sometimes with older accurate rifle (soviet of course) like the "Mosin". Comrade snaiper is deadly shadow over enemy heads, because when there is one nearby, imperialists get scared. Snaiper usually chooses safe place, that has good view, he has to attack targets very far away, but rarely misses. His powerful, slow firing gun not good for normal attack missions, so snaiper not like to rush in.
#1156: 	#ame Medic
#1157: 	#ame We from Vietcong are tough, powerful warriors, but we always need the Bac-Si, who bandages wounded comrades. They are fearless men, who drag hurt comrades out of danger, and also fight the enemy. He have to see horrible wounds, and watch friends die, but he is always there with his comrades at the battle! Bac-si is good fighter too of course, he has his own rifle and grenades as well as medical supplies! 
#1158: 	#ame Sapper
#1159: 	#ame Americans think they can beat us with their capitalist technology, but this is not true! Every comrade in Vietcong should be trained in creating and using explosives. These bombs may look primitive, but they are very deadly! Sapper is master of explosives, feared by our enemy! He is armed with good rifle, so he can defend himself. And he also carries ammunition for other comrades.
#1160: 	#ame Radioman
#1161: 	#ame Although it is dangerous to use radio on our missions, comrades, because Americans have good machines, we need it sometimes. Comrade Radist carries radio and is trained to use it, not just for communicating with other comrades, but also for aiming mortar fire!  Very nasty surprise for Americans! Comrade Radist and his radio is very valuable, so he is usually in the rear, armed just with shotgun or rifle.
	
	
#1170: 	#ame Rescue the pilot: The US team must escort the pilot to the LZ.  The Vietcong will try to stop you.  If the pilot is killed your team lose, if the pilot reaches the LZ or all the Vietcong are killed, your team wins.  There is no respawn in this mode.
#1171: 	#ame Kill the pilot: The Vietcong team must prevent US pilot getting to the LZ. If the pilot reaches the LZ or all the Vietcong are killed, your team loses, if the pilot is killed, or the timer runs out your team wins. There is no respawn in this mode.
#1172: 	#ame  Capture the flag - run with the US team to the crash site (Vietcong flag point) to capture the Vietcong flag.  Bring it back to the LZ (American flag point).  If the enemy has taken your flag , you need to bring it back. You can't score without your flag being at your base. The respawns are in waves for everybody as specified in the server settings.
#1173: 	#ame  Capture the flag  - Run with Vietcong team to the LZ (American flag point) to capture the US flag and bring it back to the crash site (Vietcong flag point).  If the Americans have taken your flag, you need to bring it back. You can't score without your flag at your base.  The respawns are in waves for everybody as specified in the server settings.
#1174: 	#ame  Deathmatch - fight with everybody. No teams, no rules.
#1175: 	#ame  Capture the flag - run with the US team to the center of the ruins (Vietcong flag point) to capture the Vietcong flag.  Bring it back to the edge of the ruins, to American flag point.  If the enemy has taken your flag, you need to bring it back. You can't score without your flag being at your base. The respawns are in waves for everybody as specified in the server settings.
#1176: 	#ame  Capture the flag - run with the Vietcong team to the edge of  the ruins (US flag point) to capture the US flag.  Bring it back to the center of the ruins, to the Vietcong flag point.  If the enemy has taken your flag , you need to bring it back. You can't score without your flag being at your base. The respawns are in waves for everybody as specified in the server settings.
	
	
	
#1195: 	#ame Other players voted to kick you out
#1196: 	#ame You have been disconnected from the server due to a poor connection
#1197: 	#ame Connection time out
#1198: 	#ame Server is full
#1199: 	#ame Server lost
	
	
#1200: 	#ame Stream assault team game
#1201: 	#ame A chopper was shot down in the jungle in enemy territory. The pilot survived the crash, but there are VC all around the area and they are moving to the crash site wanting to kill him. Luckily there is one recon SF team nearby scouting the area, so naturally they are moving to the crash site to protect the pilot. Extraction choppers are on the way, but they cannot land near the crash site. The SF team must find the pilot and fight their way to the designated extraction zone. Vietcong will of course try to kill all of them, especially the pilot.
#1202: 	#ame Storm cooperative
#1203: 	#ame There was a little hidden SF base on the hills in "Indian Country", but the enemy found it and assaulted it with all its strength whilst most of the team was out on a recon mission. When the SF team returned, bitter surprise awaited them. They must attack the enemy and get the base back, especially the radio equipment that is located there so they can contact HQ and request extraction from the exposed base. The small radio carried by your team member is not powerful enough to make contact and the borders are too far away for the team to reach on foot.
#1204: 	#ame Ha-Long Deathmatch
#1205: 	#ame This area will soon change in to a killing ground for both SF and VC. It's every man for himself. Watch your six!
#1206: 	#ame Ha-Long Teammatch
#1207: 	#ame This area is about to be a battleground, filled with SF and VC. There is only one rule - kill the enemy before he has the chance to kill you!
	
#1210: 	#ame Stream - Capture the flag
#1211: 	#ame The enemy has a small base nearby. We must assault it, and steal their flag. Be careful though, as they will be doing the same to us!
#1212: 	#ame Stream Deathmatch
#1213: 	#ame This area will soon change in to a killing ground for both SF and VC. It's every man for himself. Watch your six!
#1214: 	#ame Stream Teammatch
#1215: 	#ame This area is about to be a battleground, filled with SF and VC. There is only one rule - kill the enemy before he has the chance to kill you!
#1216: 	#ame Storm  Deathmatch
#1217: 	#ame This area will soon change in to a killing ground for both SF and VC. It's every man for himself. Watch your six!
#1218: 	#ame Storm Teammatch
#1219: 	#ame This area is about to be a battleground, filled with SF and VC. There is only one rule - kill the enemy before he has the chance to kill you!
	
#1220: 	#ame Storm CTF
#1221: 	#ame Storm CTF description
#1222: 	#ame Storm LMS
#1223: 	#ame Storm LMS description
#1224: 	#ame Storm ATG
#1225: 	#ame Storm ATG description
#1226: 	#ame NVA BASE CTF
#1227: 	#ame Once upon a time there was a palace temple on the top of Po Tlong Karai hill. Now there are only ruins of a once great building. Somewhere in the middle of the ruins the NVA has it's lair. Americans have made camp at the edge of the ruins. Both groups are now locked in a deadly fight, killing each other and stealing the opponent's flag.
#1228: 	#ame NVA BASE DM
#1229: 	#ame Once upon a time there was an old palace on the top of Po Tlong Karai hill. Now there are only ruins of a once great building. Right now the ruins have changed into one big meat-grinder: Every man for himself in this Deathmatch arena!
	
	
	
#1230: 	#ame Commands
	
#1231: 	#ame Freeze  
#1232: 	#ame Freeze, don't move!
#1233: 	#ame Follow me
#1234: 	#ame Follow me!
#1235: 	#ame Move up!
#1236: 	#ame Forward, go go go!
#1237: 	#ame Hold position!
#1238: 	#ame Hold your position!
#1239: 	#ame Disperse
#1240: 	#ame Disperse!
#1241: 	#ame Flank left
#1242: 	#ame Flank left!
#1243: 	#ame Flank right
#1244: 	#ame Flank right!
	
#1245: 	#ame I need...
	
#1246: 	#ame Backup
#1247: 	#ame I need backup!
#1248: 	#ame Covering fire
#1249: 	#ame Cover me! Covering fire!
#1250: 	#ame Medic
#1251: 	#ame Medic! Get over here!
#1252: 	#ame Sniper
#1253: 	#ame I need a sniper!
	
#1254: 	#ame Engineer
#1255: 	#ame I need an engineer!
#1256: 	#ame Airstrike
#1257: 	#ame I need an airstrike! 
#1258: 	#ame Ammo
#1259: 	#ame I need ammo!
	
#1260: 	#ame I see.....
	
#1261: 	#ame Enemy ahead
#1262: 	#ame Enemy ahead!
#1263: 	#ame Enemy behind
#1264: 	#ame Enemy behind!
#1265: 	#ame Machinegun ahead
#1266: 	#ame Machinegunner ahead!
#1267: 	#ame Sniper ahead
#1268: 	#ame Sniper! Lookout!
#1269: 	#ame Target ahead
#1270: 	#ame Target ahead!
#1271: 	#ame Single enemy
#1272: 	#ame Single contact!
#1273: 	#ame Multiple enemies
#1274: 	#ame Multiple enemy contacts!
	
#1275: 	#ame I say...
	
#1276: 	#ame Okay!
#1277: 	#ame OK!
#1278: 	#ame Negative
#1279: 	#ame Negative!
#1280: 	#ame Area clear
#1281: 	#ame Area cleared!
#1282: 	#ame I am in position
#1283: 	#ame I'm in position!
#1284: 	#ame Taking fire
#1285: 	#ame I am under fire, need assistance!
#1286: 	#ame Stick together
#1287: 	#ame Stick together!
#1288: 	#ame Enemy
#1289: 	#ame Enemy!!!
	
	
	
	
	
#6000: 	#ame Join
#6001: 	#ame Create
#6002: 	#ame Refresh
#6005: 	#ame Join the selected network game
#6006: 	#ame Opens dialog for host settings and launch of multiplayer game
#6007: 	#ame Press this button to refresh list of servers
#6008: 	#ame Game password:
#6009: 	#ame Show detailed information
	
#6010: 	#ame Server
#6011: 	#ame Mission
#6012: 	#ame Mode
#6013: 	#ame Ping
#6014: 	#ame Players
	
	
#6021: 	#ame Choose game from this list or press "Refresh" button
#6022: 	#ame Press this button to refresh list of servers
#6023: 	#ame Function is not supported yet.
#6024: 	#ame Join the selected game (this may take a while).
#6025: 	#ame Open a new dialog to specify parameters of a new game.
#6028: 	#ame This game is password protected. Enter game password here.
#6029: 	#ame Show/hide detailed game information
	
	
#6030: 	#ame Start
#6031: 	#ame Back
#6032: 	#ame Launch as dedicated server (you will be unable to play on this machine)
#6033: 	#ame Host name
#6034: 	#ame Maximum players:
	
	
#6040: 	#ame Time
#6041: 	#ame Frags
#6042: 	#ame Point(s)
	
	
#6050: 	#ame Launch game server
#6051: 	#ame Return to previous menu
#6053: 	#ame Enter name of this game server
	
	
#6060: 	#ame Player settings
#6061: 	#ame Confirm
#6062: 	#ame Confirms your choices
#6063: 	#ame Back
#6064: 	#ame Exit without saving changes
#6065: 	#ame Name
#6066: 	#ame Edit your name for multiplayer
#6067: 	#ame Headgear
#6068: 	#ame Change your characters headgear
#6069: 	#ame Voice
#6070: 	#ame Change the voice of your character
#6071: 	#ame Body
#6072: 	#ame Change your character model
	
	
#6090: 	#ame Player ???
#6091: 	#ame VC Multiplayer
	
#6100: 	#ame List
#6101: 	#ame Settings
#6102: 	#ame Control
#6103: 	#ame Gear
	
	
#6120: 	#ame Map
#6121: 	#ame Mission
#6122: 	#ame End rule
#6123: 	#ame Param
#6130: 	#ame Add
#6131: 	#ame Remove
#6132: 	#ame Clear all
#6140: 	#ame Add a new multiplayer server
#6141: 	#ame Remove selected multiplayer game
#6142: 	#ame Clears all current multiplayer servers
	
	
#6150: 	#ame Initializing network provider
#6151: 	#ame Finding host
#6152: 	#ame Joining game
#6153: 	#ame Cannot find the host.
#6154: 	#ame Cannot find host or searched game.
#6155: 	#ame Host is running another version of Vietcong.
#6156: 	#ame Cannot join game.
#6157: 	#ame Join process finished successfully. Starting game....
#6158: 	#ame Game is currently full. Please try later or an alternate game.
#6159: 	#ame Your multiplayer engine version
#6160: 	#ame Host's multiplayer engine version
#6161: 	#ame Game is password protected. Please, enter the password.
#6162: 	#ame Invalid password, please enter the correct one.
#6170: 	#ame Ok
#6171: 	#ame Cancel
	
	
#6200: 	#ame  Main settings
#6205: 	#ame Cooperative mode
#6206: 	#ame Deathmatch (TDM, LMS)
#6207: 	#ame Capture the Flag, Assault Game
#6210: 	#ame Friendly fire
#6211: 	#ame Allow enemy camera
#6212: 	#ame Maximum number of players
#6213: 	#ame Dedicated server
#6214: 	#ame Password
#6215: 	#ame Port number
#6216: 	#ame Vietnam mode (no HUD)
#6217: 	#ame Respawn invulnerability
#6218: 	#ame Auto balanced teams
#6219: 	#ame Hide my IP
#6220: 	#ame Check this to allow friendly fire
#6221: 	#ame Check this to allow enemy view camera
#6222: 	#ame Set maximum amount of players
#6223: 	#ame Create a dedicated server
#6224: 	#ame Password for access onto this server
#6225: 	#ame Specify port number of the server. Use interval 2000 - 32000
#6226: 	#ame Pure realistic mode - no hud, no radar etc.
#6227: 	#ame Invulnerability of player after respawn (in seconds)
#6228: 	#ame Let the server take control of assigning players into teams.
#6229: 	#ame IP address of your server will not be displayed to other people
#6230: 	#ame Respawn limit
#6231: 	#ame Respawn method
#6232: 	#ame Weapon respawn
#6233: 	#ame Soldier
#6234: 	#ame Engineer
#6235: 	#ame Medic
#6236: 	#ame Sniper
#6237: 	#ame Radioman
#6238: 	#ame Machinegunner
	
#6250: 	#ame Play the game with only one life, or have unlimited respawns.
#6251: 	#ame Select the way the respawn method should work
#6252: 	#ame How often should the weapons respawn after being picked up
#6253: 	#ame Limit the number of Soldiers for each team
#6254: 	#ame Limit the number of Engineers for each team
#6255: 	#ame Limit the number of Medics for each team
#6256: 	#ame Limit the number of Snipers for each team
#6257: 	#ame Limit the number of Radiomen for each team
#6258: 	#ame Limit the number of Machinegunners for each team
#6270: 	#ame No respawn
#6271: 	#ame none
#6272: 	#ame unlimited
#6273: 	#ame whole team
#6274: 	#ame no delay
#6275: 	#ame 15 sec
#6276: 	#ame 30 sec
#6277: 	#ame 45 sec
#6278: 	#ame 1 minute
#6280: 	#ame 1
#6281: 	#ame 2
#6282: 	#ame 3
#6283: 	#ame 5
#6284: 	#ame 10
#6285: 	#ame 20
	
	
#6300: 	#ame Connect
#6301: 	#ame IP address and port number
#6302: 	#ame Password
#6310: 	#ame Join server by given parameters
#6311: 	#ame Enter IP and port number of existing Vietcong server (format: IP.IP.IP.IP:PORT)
#6312: 	#ame When this server is password-protected, enter password here. Otherwise leave empty.
	
	
#6350: 	#ame Vietnam mode
#6351: 	#ame Dedicated server
#6352: 	#ame Password-protected server
#6355: 	#ame Network engine version
#6356: 	#ame IP address
#6357: 	#ame Port number
#6358: 	#ame kept from public knowledge
	
#9140: 	#ame QuickSave
#9141: 	#ame The latest position you quicksaved. 
	
#9900: 	#ame Arrival
#9901: 	#ame Hawkins arrives at the Nui Pek camp, up in the Central Highlands.
#9902: 	#ame Medic Patrol
#9903: 	#ame Accompany the Captain and the Medic to the Montagnard village for a meeting with the village chief.
#9904: 	#ame Briefing for Three canyons
#9905: 	#ame Attend briefing, read documents and test weapons.
#9906: 	#ame Insertion
#9907: 	#ame Patrol the area and find the trail used by the VC. Be careful, do not engage in a fire fight, because we are not sure about the strength of the enemy forces. Be on the look out for possible enemy supply caches. If you find any, destroy them.
#9908: 	#ame Ho Chi Minh's Trail
#9909: 	#ame There are definitely enemy forces in the area. If possible, engage them and destroy. Be on the look out for possible enemy supply caches. If you find them, destroy them.
#9910: 	#ame Keep running Charlie
#9911: 	#ame Proceed with clearing the area. Still be on the look out for enemy supply caches. If you find them, destroy them.
#9912: 	#ame Bahnar Tribe 
#9913: 	#ame Continue your search for the enemy and visit the chief of the Bahnar Tribe.
#9914: 	#ame Midnight Surprise
#9915: 	#ame The enemy is attacking our base under the veil of darkness! Defend it at all costs!
#9916: 	#ame Briefing for Operation: Tin Can
#9917: 	#ame Attend briefing, read documents and test weapons.
#9918: 	#ame Operation: Tin Can
#9919: 	#ame Search the area around the old French road for possible enemy armored units. Once found, navigate artillery fire on them.
#9920: 	#ame False Alarm
#9921: 	#ame Although there are no enemy tanks around, the AO is still hot. Search out and destroy any further VC resistance.
#9922: 	#ame Tunnel rat
#9923: 	#ame Search the enemy tunnel system for MIA.
#9924: 	#ame Arroyo
#9925: 	#ame The tunnels lead to the surface, but be wary of enemy presence. Proceed with the search for MIA.
#9926: 	#ame Underground city
#9927: 	#ame You are in the next part of the enemy tunnel. Search for a way out and for the missing soldier.
#9928: 	#ame Khe Bana River
#9929: 	#ame After you get out of the tunnels, call for extraction.
#9930: 	#ame Briefing for Papa Oscar Whiskey
#9931: 	#ame Attend briefing, read documents and test weapons.
#9932: 	#ame Swamped
#9933: 	#ame Get to the village undetected, where the enemy hold the MIA.
#9934: 	#ame Papa Oscar Whiskey
#9935: 	#ame Rescue the MIA and then call for an aerial bombardment on the Vietcong village.
#9936: 	#ame Briefing for Brush and Sweep
#9937: 	#ame Attend briefing, read documents and test weapons.
#9938: 	#ame Brush and Sweep
#9939: 	#ame The enemy unit is panicking. Serve as a blocking force to box them in. Do not let anyone escape!
#9940: 	#ame Brush and Sweep 2 - placeholder
#9941: 	#ame placeholder
#9942: 	#ame Briefing for Twisty Track
#9943: 	#ame Attend briefing, read documents and test weapons.
#9944: 	#ame Twisty Track Drive
#9945: 	#ame Drive to the montagnard farm and provide medical assistance. Be careful, we have information about enemy movement in the area.
